Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Fri Dec 6 2002,10:00p,Denver Nuggets,77,Sacramento Kings,98,Box Score,,17317,
Fri Dec 6 2002,10:30p,Dallas Mavericks,103,Los Angeles Lakers,105,Box Score,,18997,
Sat Dec 7 2002,2:00p,Detroit Pistons,92,Atlanta Hawks,94,Box Score,,7856,
Sat Dec 7 2002,3:30p,Minnesota Timberwolves,88,Los Angeles Clippers,104,Box Score,,16666,
Sat Dec 7 2002,7:30p,Orlando Magic,88,New Jersey Nets,121,Box Score,,14623,
Sat Dec 7 2002,8:00p,New York Knicks,97,Washington Wizards,100,Box Score,,20173,
Sat Dec 7 2002,8:30p,Cleveland Cavaliers,104,Chicago Bulls,112,Box Score,,17877,
Sat Dec 7 2002,8:30p,Philadelphia 76ers,72,Houston Rockets,97,Box Score,,15522,
Sat Dec 7 2002,8:30p,New Orleans Hornets,94,Milwaukee Bucks,88,Box Score,,15784,
Sat Dec 7 2002,9:00p,Indiana Pacers,81,Denver Nuggets,92,Box Score,,15487,
Sat Dec 7 2002,10:00p,Miami Heat,71,Seattle SuperSonics,100,Box Score,,13587,
Sat Dec 7 2002,10:30p,Dallas Mavericks,121,Golden State Warriors,116,Box Score,,16355,
Sun Dec 8 2002,3:30p,Portland Trail Blazers,104,Toronto Raptors,91,Box Score,,18645,
Sun Dec 8 2002,4:00p,Phoenix Suns,94,Memphis Grizzlies,102,Box Score,,12469,
Sun Dec 8 2002,7:00p,Sacramento Kings,104,San Antonio Spurs,80,Box Score,,16873,
Sun Dec 8 2002,9:30p,Utah Jazz,101,Los Angeles Lakers,110,Box Score,,18997,
Mon Dec 9 2002,7:00p,Orlando Magic,109,Boston Celtics,114,Box Score,OT,14638,
Mon Dec 9 2002,7:00p,Milwaukee Bucks,140,Cleveland Cavaliers,133,Box Score,2OT,6712,
Mon Dec 9 2002,7:30p,Phoenix Suns,93,New Jersey Nets,106,Box Score,,10248,
Mon Dec 9 2002,8:30p,Los Angeles Clippers,94,New Orleans Hornets,90,Box Score,,14479,
Mon Dec 9 2002,9:00p,Minnesota Timberwolves,92,Denver Nuggets,84,Box Score,,12378,
Tue Dec 10 2002,7:00p,Portland Trail Blazers,98,Washington Wizards,79,Box Score,,20173,
Tue Dec 10 2002,7:30p,Memphis Grizzlies,107,Miami Heat,96,Box Score,,14558,
Tue Dec 10 2002,7:30p,Seattle SuperSonics,80,New York Knicks,97,Box Score,,18783,
Tue Dec 10 2002,8:30p,Orlando Magic,87,Chicago Bulls,107,Box Score,,17181,
Tue Dec 10 2002,8:30p,Los Angeles Clippers,95,Dallas Mavericks,122,Box Score,,19715,
Tue Dec 10 2002,8:30p,Sacramento Kings,96,Houston Rockets,103,Box Score,,13158,
Tue Dec 10 2002,10:30p,Los Angeles Lakers,102,Golden State Warriors,106,Box Score,,19596,
Wed Dec 11 2002,7:00p,Phoenix Suns,103,Boston Celtics,94,Box Score,,13049,
Wed Dec 11 2002,7:00p,Toronto Raptors,83,Cleveland Cavaliers,96,Box Score,,9090,
Wed Dec 11 2002,7:00p,Portland Trail Blazers,104,New Jersey Nets,105,Box Score,,11053,
Wed Dec 11 2002,7:00p,Seattle SuperSonics,92,Philadelphia 76ers,88,Box Score,,16931,
Wed Dec 11 2002,7:30p,Atlanta Hawks,80,Detroit Pistons,91,Box Score,,16199,
Wed Dec 11 2002,8:00p,Denver Nuggets,93,Memphis Grizzlies,96,Box Score,,11889,
Wed Dec 11 2002,8:00p,Indiana Pacers,126,Milwaukee Bucks,119,Box Score,OT,15637,
Wed Dec 11 2002,9:30p,Dallas Mavericks,104,San Antonio Spurs,111,Box Score,,17632,
Thu Dec 12 2002,7:30p,Detroit Pistons,86,Chicago Bulls,76,Box Score,,15691,
Thu Dec 12 2002,8:00p,Atlanta Hawks,95,Minnesota Timberwolves,113,Box Score,,13709,
Thu Dec 12 2002,10:00p,New Orleans Hornets,93,Utah Jazz,88,Box Score,,18521,
Fri Dec 13 2002,7:00p,Denver Nuggets,72,Indiana Pacers,94,Box Score,,15017,
Fri Dec 13 2002,7:00p,Golden State Warriors,85,Orlando Magic,111,Box Score,,13505,
Fri Dec 13 2002,7:00p,Phoenix Suns,99,Philadelphia 76ers,91,Box Score,,19894,
Fri Dec 13 2002,7:00p,Seattle SuperSonics,91,Toronto Raptors,79,Box Score,,18111,
Fri Dec 13 2002,7:30p,Cleveland Cavaliers,100,Boston Celtics,115,Box Score,,14678,
Fri Dec 13 2002,8:00p,Houston Rockets,109,Memphis Grizzlies,114,Box Score,OT,15186,
Fri Dec 13 2002,8:00p,New York Knicks,97,Miami Heat,92,Box Score,,15895,
Fri Dec 13 2002,8:00p,Washington Wizards,65,New Jersey Nets,79,Box Score,,17208,
Fri Dec 13 2002,8:30p,Portland Trail Blazers,79,Milwaukee Bucks,101,Box Score,,15531,
Fri Dec 13 2002,8:30p,Los Angeles Clippers,84,San Antonio Spurs,97,Box Score,,16696,
Fri Dec 13 2002,10:30p,New Orleans Hornets,98,Los Angeles Lakers,82,Box Score,,18997,
Sat Dec 14 2002,7:00p,Phoenix Suns,102,Atlanta Hawks,88,Box Score,,7851,
Sat Dec 14 2002,7:30p,Denver Nuggets,104,Cleveland Cavaliers,111,Box Score,,9163,
Sat Dec 14 2002,7:30p,Seattle SuperSonics,78,Detroit Pistons,91,Box Score,,22076,
Sat Dec 14 2002,7:30p,Boston Celtics,113,New York Knicks,90,Box Score,,19763,
Sat Dec 14 2002,8:00p,Golden State Warriors,92,Miami Heat,101,Box Score,,14603,
Sat Dec 14 2002,8:00p,Portland Trail Blazers,98,Minnesota Timberwolves,92,Box Score,OT,15003,
Sat Dec 14 2002,8:30p,Milwaukee Bucks,95,Chicago Bulls,97,Box Score,,19196,
Sat Dec 14 2002,8:30p,Memphis Grizzlies,87,Dallas Mavericks,104,Box Score,,19732,
Sat Dec 14 2002,8:30p,Los Angeles Clippers,94,Houston Rockets,83,Box Score,,13144,
Sat Dec 14 2002,9:00p,Sacramento Kings,98,Utah Jazz,96,Box Score,,19911,
Sun Dec 15 2002,1:00p,Washington Wizards,95,Toronto Raptors,82,Box Score,,19800,
Sun Dec 15 2002,5:00p,Philadelphia 76ers,97,Indiana Pacers,107,Box Score,,16709,
Sun Dec 15 2002,6:00p,New Jersey Nets,91,Detroit Pistons,101,Box Score,,17416,
Sun Dec 15 2002,9:00p,New Orleans Hornets,92,Sacramento Kings,107,Box Score,,17317,
Sun Dec 15 2002,9:30p,Orlando Magic,84,Los Angeles Lakers,107,Box Score,,18997,
Mon Dec 16 2002,7:00p,Seattle SuperSonics,111,Cleveland Cavaliers,98,Box Score,,7596,
Mon Dec 16 2002,7:00p,Denver Nuggets,71,Philadelphia 76ers,93,Box Score,,17501,
Mon Dec 16 2002,7:30p,Houston Rockets,105,Miami Heat,100,Box Score,OT,14758,
Mon Dec 16 2002,8:00p,Golden State Warriors,91,Memphis Grizzlies,104,Box Score,,12447,
Mon Dec 16 2002,8:30p,Boston Celtics,83,Chicago Bulls,94,Box Score,,15042,
Mon Dec 16 2002,9:00p,Orlando Magic,84,Phoenix Suns,87,Box Score,,13112,
Mon Dec 16 2002,10:30p,San Antonio Spurs,79,Los Angeles Clippers,91,Box Score,,16575,
Tue Dec 17 2002,7:30p,Washington Wizards,109,Atlanta Hawks,99,Box Score,,16587,
Tue Dec 17 2002,7:30p,New Jersey Nets,99,New York Knicks,101,Box Score,,19763,
Tue Dec 17 2002,8:00p,Toronto Raptors,122,Milwaukee Bucks,117,Box Score,OT,15926,
Tue Dec 17 2002,8:00p,Los Angeles Lakers,80,Minnesota Timberwolves,96,Box Score,,16447,
Tue Dec 17 2002,8:30p,Indiana Pacers,97,Dallas Mavericks,118,Box Score,,19954,
Tue Dec 17 2002,10:00p,New Orleans Hornets,93,Portland Trail Blazers,102,Box Score,,18018,
Tue Dec 17 2002,10:00p,Phoenix Suns,86,Sacramento Kings,95,Box Score,,17317,
Wed Dec 18 2002,7:00p,Miami Heat,91,Boston Celtics,81,Box Score,,13994,
Wed Dec 18 2002,7:00p,Detroit Pistons,111,Cleveland Cavaliers,106,Box Score,OT,7925,
Wed Dec 18 2002,7:00p,Minnesota Timberwolves,94,Philadelphia 76ers,99,Box Score,,17004,
Wed Dec 18 2002,7:00p,Memphis Grizzlies,100,Washington Wizards,118,Box Score,,20173,
Wed Dec 18 2002,8:30p,Toronto Raptors,83,Chicago Bulls,96,Box Score,,16111,
Wed Dec 18 2002,9:00p,Dallas Mavericks,80,Denver Nuggets,75,Box Score,,13183,
Wed Dec 18 2002,9:00p,Indiana Pacers,83,Houston Rockets,95,Box Score,,13281,
Wed Dec 18 2002,9:00p,Orlando Magic,97,Utah Jazz,90,Box Score,,18887,
Wed Dec 18 2002,10:00p,San Antonio Spurs,91,Seattle SuperSonics,88,Box Score,,15831,
Wed Dec 18 2002,10:30p,New Orleans Hornets,106,Golden State Warriors,111,Box Score,,11567,
Wed Dec 18 2002,10:30p,Portland Trail Blazers,97,Los Angeles Clippers,93,Box Score,,16194,
Thu Dec 19 2002,7:30p,Los Angeles Lakers,71,New Jersey Nets,98,Box Score,,20049,
Thu Dec 19 2002,10:00p,San Antonio Spurs,83,Sacramento Kings,81,Box Score,,17317,
Fri Dec 20 2002,7:00p,Chicago Bulls,86,Indiana Pacers,101,Box Score,,16234,
Fri Dec 20 2002,7:00p,Miami Heat,97,Toronto Raptors,77,Box Score,,19235,
Fri Dec 20 2002,7:30p,Minnesota Timberwolves,99,Boston Celtics,108,Box Score,,17078,
Fri Dec 20 2002,8:00p,Cleveland Cavaliers,107,Detroit Pistons,109,Box Score,OT,17388,
Fri Dec 20 2002,8:00p,Milwaukee Bucks,84,Memphis Grizzlies,95,Box Score,,12642,
Fri Dec 20 2002,8:00p,Los Angeles Lakers,104,Philadelphia 76ers,107,Box Score,OT,21127,
Fri Dec 20 2002,8:30p,Utah Jazz,93,Dallas Mavericks,81,Box Score,,19826,
Fri Dec 20 2002,8:30p,Atlanta Hawks,82,Houston Rockets,101,Box Score,,10784,
Fri Dec 20 2002,9:00p,Orlando Magic,89,Denver Nuggets,80,Box Score,,15497,
Fri Dec 20 2002,10:00p,New Orleans Hornets,88,Seattle SuperSonics,86,Box Score,OT,14539,
Fri Dec 20 2002,10:30p,Portland Trail Blazers,113,Golden State Warriors,111,Box Score,,11681,
Fri Dec 20 2002,10:30p,Phoenix Suns,87,Los Angeles Clippers,76,Box Score,,15970,
Sat Dec 21 2002,7:00p,Philadelphia 76ers,77,Atlanta Hawks,79,Box Score,,17468,
Sat Dec 21 2002,7:30p,Boston Celtics,89,Cleveland Cavaliers,82,Box Score,,12013,
Sat Dec 21 2002,8:00p,Houston Rockets,86,Minnesota Timberwolves,98,Box Score,,16329,
Sat Dec 21 2002,8:00p,Detroit Pistons,92,New Jersey Nets,100,Box Score,,13064,
Sat Dec 21 2002,8:30p,Indiana Pacers,103,Chicago Bulls,110,Box Score,,20108,
Sat Dec 21 2002,8:30p,New York Knicks,90,Milwaukee Bucks,94,Box Score,,16621,
Sat Dec 21 2002,8:30p,Washington Wizards,81,San Antonio Spurs,92,Box Score,,18797,
Sat Dec 21 2002,9:00p,Sacramento Kings,101,Phoenix Suns,110,Box Score,,18133,
Sat Dec 21 2002,10:00p,Seattle SuperSonics,80,Portland Trail Blazers,81,Box Score,,19044,
Sat Dec 21 2002,10:30p,Denver Nuggets,89,Los Angeles Clippers,92,Box Score,,15503,
Sun Dec 22 2002,4:00p,Utah Jazz,103,Memphis Grizzlies,74,Box Score,,15478,
Sun Dec 22 2002,5:00p,Los Angeles Lakers,109,Toronto Raptors,107,Box Score,OT,19800,
Sun Dec 22 2002,7:00p,Miami Heat,92,New York Knicks,84,Box Score,,19763,
Sun Dec 22 2002,9:00p,Golden State Warriors,88,Sacramento Kings,103,Box Score,,17317,
Mon Dec 23 2002,7:00p,Miami Heat,72,Cleveland Cavaliers,74,Box Score,,8973,
Mon Dec 23 2002,7:00p,Atlanta Hawks,97,Indiana Pacers,112,Box Score,,15754,
Mon Dec 23 2002,7:00p,Milwaukee Bucks,108,Orlando Magic,103,Box Score,,13503,
Mon Dec 23 2002,7:30p,Chicago Bulls,83,New Jersey Nets,99,Box Score,,13231,
Mon Dec 23 2002,8:30p,Washington Wizards,86,Dallas Mavericks,92,Box Score,,20119,
Mon Dec 23 2002,8:30p,Utah Jazz,96,Houston Rockets,91,Box Score,,13803,
Mon Dec 23 2002,8:30p,New Orleans Hornets,94,San Antonio Spurs,99,Box Score,OT,18797,
Mon Dec 23 2002,9:00p,Seattle SuperSonics,88,Phoenix Suns,89,Box Score,,16145,
Wed Dec 25 2002,2:00p,Detroit Pistons,99,Orlando Magic,104,Box Score,,13725,
Wed Dec 25 2002,6:00p,Boston Celtics,81,New Jersey Nets,117,Box Score,,20049,
Wed Dec 25 2002,8:30p,Sacramento Kings,105,Los Angeles Lakers,99,Box Score,,18997,
Thu Dec 26 2002,7:30p,Detroit Pistons,87,Washington Wizards,82,Box Score,,20173,
Thu Dec 26 2002,8:30p,Dallas Mavericks,83,New Orleans Hornets,81,Box Score,,18015,
Thu Dec 26 2002,10:00p,Toronto Raptors,88,Seattle SuperSonics,97,Box Score,,16139,
Fri Dec 27 2002,7:30p,San Antonio Spurs,79,Atlanta Hawks,81,Box Score,,13453,
Fri Dec 27 2002,7:30p,Indiana Pacers,113,Cleveland Cavaliers,89,Box Score,,12226,
Fri Dec 27 2002,8:00p,Orlando Magic,86,Memphis Grizzlies,99,Box Score,,19047,
Fri Dec 27 2002,8:00p,Boston Celtics,70,Miami Heat,90,Box Score,,16500,
Fri Dec 27 2002,8:00p,Milwaukee Bucks,90,New Jersey Nets,110,Box Score,,13817,
Fri Dec 27 2002,8:30p,Minnesota Timberwolves,113,Chicago Bulls,100,Box Score,,19398,
Fri Dec 27 2002,8:30p,New York Knicks,99,Houston Rockets,83,Box Score,,16285,
Fri Dec 27 2002,9:00p,Los Angeles Clippers,95,Phoenix Suns,108,Box Score,,15756,
Fri Dec 27 2002,10:30p,Toronto Raptors,96,Golden State Warriors,101,Box Score,,16487,
Fri Dec 27 2002,10:30p,Utah Jazz,98,Portland Trail Blazers,103,Box Score,,20512,
Sat Dec 28 2002,7:00p,New Orleans Hornets,84,Indiana Pacers,91,Box Score,,17740,
Sat Dec 28 2002,7:00p,Boston Celtics,95,Orlando Magic,101,Box Score,,16247,
Sat Dec 28 2002,7:00p,Atlanta Hawks,76,Washington Wizards,84,Box Score,,20173,
Sat Dec 28 2002,7:30p,Minnesota Timberwolves,82,Detroit Pistons,106,Box Score,,22076,
Sat Dec 28 2002,8:30p,San Antonio Spurs,109,Chicago Bulls,95,Box Score,,18172,
Sat Dec 28 2002,8:30p,New York Knicks,82,Dallas Mavericks,107,Box Score,,20060,
Sat Dec 28 2002,8:30p,New Jersey Nets,104,Milwaukee Bucks,96,Box Score,,15716,
Sat Dec 28 2002,9:00p,Los Angeles Lakers,112,Denver Nuggets,93,Box Score,,19099,
Sat Dec 28 2002,9:00p,Philadelphia 76ers,69,Utah Jazz,98,Box Score,,19911,
Sat Dec 28 2002,10:00p,Portland Trail Blazers,119,Sacramento Kings,113,Box Score,OT,17317,
Sat Dec 28 2002,10:30p,Golden State Warriors,99,Los Angeles Clippers,92,Box Score,,18499,
Sun Dec 29 2002,7:00p,Phoenix Suns,103,Cleveland Cavaliers,84,Box Score,,9410,
Sun Dec 29 2002,8:30p,New Orleans Hornets,85,Houston Rockets,97,Box Score,,13651,
Sun Dec 29 2002,9:30p,Toronto Raptors,88,Los Angeles Lakers,104,Box Score,,18997,
Mon Dec 30 2002,7:00p,Washington Wizards,95,Orlando Magic,112,Box Score,,17283,
Mon Dec 30 2002,7:30p,Portland Trail Blazers,85,Detroit Pistons,74,Box Score,,22076,
Mon Dec 30 2002,7:30p,Atlanta Hawks,84,Miami Heat,93,Box Score,,14821,
Mon Dec 30 2002,7:30p,Cleveland Cavaliers,88,New Jersey Nets,102,Box Score,,14491,
Mon Dec 30 2002,7:30p,San Antonio Spurs,95,New York Knicks,96,Box Score,,19763,
Mon Dec 30 2002,8:00p,Phoenix Suns,98,Minnesota Timberwolves,104,Box Score,,18347,
Mon Dec 30 2002,8:30p,Milwaukee Bucks,110,Dallas Mavericks,107,Box Score,,19939,
Mon Dec 30 2002,9:00p,Seattle SuperSonics,79,Denver Nuggets,77,Box Score,,13564,
Mon Dec 30 2002,9:00p,Toronto Raptors,85,Utah Jazz,107,Box Score,,19911,
Mon Dec 30 2002,10:30p,Philadelphia 76ers,98,Golden State Warriors,104,Box Score,,18733,
Tue Dec 31 2002,2:00p,Memphis Grizzlies,89,Boston Celtics,96,Box Score,,17080,
Tue Dec 31 2002,7:00p,Portland Trail Blazers,87,Chicago Bulls,102,Box Score,,16392,
Tue Dec 31 2002,8:00p,San Antonio Spurs,103,Washington Wizards,105,Box Score,,20173,
Tue Dec 31 2002,8:30p,Indiana Pacers,89,New Orleans Hornets,86,Box Score,,16457,
Tue Dec 31 2002,9:00p,Philadelphia 76ers,83,Los Angeles Clippers,75,Box Score,,19607,
Tue Dec 31 2002,10:00p,Milwaukee Bucks,80,Houston Rockets,103,Box Score,,14199,
Wed Jan 1 2003,2:00p,Miami Heat,107,Atlanta Hawks,73,Box Score,,8414,
Wed Jan 1 2003,7:00p,Toronto Raptors,75,New York Knicks,95,Box Score,,18540,
Thu Jan 2 2003,7:30p,Washington Wizards,107,Chicago Bulls,82,Box Score,,23049,
Thu Jan 2 2003,8:30p,Los Angeles Clippers,92,Dallas Mavericks,102,Box Score,,19884,
Thu Jan 2 2003,10:00p,Philadelphia 76ers,78,Phoenix Suns,96,Box Score,,17557,
Fri Jan 3 2003,7:00p,Cleveland Cavaliers,81,Toronto Raptors,80,Box Score,,17667,
Fri Jan 3 2003,8:00p,Portland Trail Blazers,108,Boston Celtics,103,Box Score,,18624,
Fri Jan 3 2003,8:00p,Los Angeles Clippers,111,Memphis Grizzlies,116,Box Score,,14789,
Fri Jan 3 2003,8:00p,New Jersey Nets,100,Miami Heat,80,Box Score,,14624,
Fri Jan 3 2003,8:00p,Indiana Pacers,96,New York Knicks,98,Box Score,,19763,
Fri Jan 3 2003,8:30p,Utah Jazz,118,Milwaukee Bucks,115,Box Score,,13803,
Fri Jan 3 2003,8:30p,Orlando Magic,89,New Orleans Hornets,100,Box Score,,15270,
Fri Jan 3 2003,8:30p,Golden State Warriors,95,San Antonio Spurs,98,Box Score,,18797,
Fri Jan 3 2003,10:30p,Denver Nuggets,94,Seattle SuperSonics,82,Box Score,,15802,
Sat Jan 4 2003,1:30p,Philadelphia 76ers,83,Dallas Mavericks,102,Box Score,,20124,
Sat Jan 4 2003,7:00p,Detroit Pistons,90,Atlanta Hawks,86,Box Score,,10286,
Sat Jan 4 2003,7:00p,New Jersey Nets,88,Orlando Magic,83,Box Score,,15595,
Sat Jan 4 2003,7:00p,Indiana Pacers,104,Washington Wizards,107,Box Score,2OT,20173,
Sat Jan 4 2003,8:00p,Utah Jazz,105,Minnesota Timberwolves,97,Box Score,,16473,
Sat Jan 4 2003,8:30p,Cleveland Cavaliers,79,Chicago Bulls,85,Box Score,,21236,
Sat Jan 4 2003,8:30p,Golden State Warriors,86,Houston Rockets,84,Box Score,,12116,
Sat Jan 4 2003,9:00p,Sacramento Kings,87,Denver Nuggets,76,Box Score,,17393,
Sat Jan 4 2003,9:00p,Los Angeles Lakers,93,Phoenix Suns,107,Box Score,,19023,
Sun Jan 5 2003,3:30p,San Antonio Spurs,94,Los Angeles Clippers,86,Box Score,,17158,
Sun Jan 5 2003,3:30p,New Orleans Hornets,99,Toronto Raptors,84,Box Score,,18568,
Sun Jan 5 2003,7:00p,Portland Trail Blazers,92,New York Knicks,89,Box Score,,18467,
Sun Jan 5 2003,9:00p,Miami Heat,70,Sacramento Kings,96,Box Score,,17317,
Sun Jan 5 2003,9:30p,Phoenix Suns,97,Los Angeles Lakers,109,Box Score,,18642,
Mon Jan 6 2003,7:00p,Washington Wizards,100,Boston Celtics,95,Box Score,,18624,
Mon Jan 6 2003,7:00p,Milwaukee Bucks,106,Cleveland Cavaliers,94,Box Score,,7472,
Mon Jan 6 2003,7:00p,New York Knicks,100,Orlando Magic,103,Box Score,,12135,
Mon Jan 6 2003,7:00p,Indiana Pacers,105,Philadelphia 76ers,104,Box Score,OT,19600,
Mon Jan 6 2003,7:30p,New Jersey Nets,101,Atlanta Hawks,94,Box Score,,6547,
Mon Jan 6 2003,7:30p,Toronto Raptors,74,Detroit Pistons,82,Box Score,,16239,
Mon Jan 6 2003,8:00p,New Orleans Hornets,102,Memphis Grizzlies,106,Box Score,,12809,
Mon Jan 6 2003,8:30p,Utah Jazz,98,Chicago Bulls,113,Box Score,,17663,
Mon Jan 6 2003,8:30p,Denver Nuggets,71,Dallas Mavericks,86,Box Score,,19773,
Mon Jan 6 2003,10:30p,Miami Heat,85,Golden State Warriors,99,Box Score,,12279,
Tue Jan 7 2003,8:00p,Sacramento Kings,101,Milwaukee Bucks,76,Box Score,,16072,
Tue Jan 7 2003,8:30p,Minnesota Timberwolves,86,Houston Rockets,94,Box Score,,12212,
Tue Jan 7 2003,10:00p,Phoenix Suns,88,Portland Trail Blazers,81,Box Score,,18669,
Tue Jan 7 2003,10:30p,Seattle SuperSonics,98,Los Angeles Lakers,119,Box Score,,18997,
Wed Jan 8 2003,7:00p,New York Knicks,87,Indiana Pacers,89,Box Score,,15331,
Wed Jan 8 2003,7:00p,Houston Rockets,91,Orlando Magic,81,Box Score,,14057,
Wed Jan 8 2003,7:00p,Detroit Pistons,103,Philadelphia 76ers,94,Box Score,OT,18738,
Wed Jan 8 2003,7:00p,Chicago Bulls,98,Washington Wizards,101,Box Score,,20173,
Wed Jan 8 2003,7:30p,Dallas Mavericks,117,Atlanta Hawks,99,Box Score,,10997,
Wed Jan 8 2003,8:00p,Golden State Warriors,95,Minnesota Timberwolves,102,Box Score,,13222,
Wed Jan 8 2003,9:00p,Miami Heat,76,Denver Nuggets,86,Box Score,,12930,
Wed Jan 8 2003,9:00p,Boston Celtics,93,New Orleans Hornets,83,Box Score,,16898,
Wed Jan 8 2003,9:00p,Phoenix Suns,93,Utah Jazz,99,Box Score,,19820,
Wed Jan 8 2003,10:00p,San Antonio Spurs,106,Seattle SuperSonics,95,Box Score,,15132,
Wed Jan 8 2003,10:30p,Memphis Grizzlies,95,Los Angeles Clippers,103,Box Score,,14842,
Thu Jan 9 2003,7:30p,Sacramento Kings,118,New Jersey Nets,82,Box Score,,20049,
Thu Jan 9 2003,10:00p,San Antonio Spurs,87,Portland Trail Blazers,90,Box Score,,19021,
Fri Jan 10 2003,7:00p,Indiana Pacers,101,Orlando Magic,97,Box Score,OT,14233,
Fri Jan 10 2003,7:00p,New York Knicks,114,Philadelphia 76ers,112,Box Score,,20338,
Fri Jan 10 2003,7:00p,New Jersey Nets,94,Toronto Raptors,79,Box Score,,19314,
Fri Jan 10 2003,7:00p,Golden State Warriors,104,Washington Wizards,99,Box Score,,20173,
Fri Jan 10 2003,7:30p,Houston Rockets,75,Atlanta Hawks,84,Box Score,,17839,
Fri Jan 10 2003,8:00p,Boston Celtics,78,Dallas Mavericks,103,Box Score,,20032,
Fri Jan 10 2003,8:00p,Sacramento Kings,109,Minnesota Timberwolves,115,Box Score,OT,16591,
Fri Jan 10 2003,8:30p,Chicago Bulls,85,Milwaukee Bucks,93,Box Score,OT,16567,
Fri Jan 10 2003,8:30p,Detroit Pistons,101,New Orleans Hornets,99,Box Score,OT,16909,
Fri Jan 10 2003,9:00p,Portland Trail Blazers,81,Denver Nuggets,82,Box Score,,15216,
Fri Jan 10 2003,9:00p,Memphis Grizzlies,90,Phoenix Suns,96,Box Score,,15005,
Fri Jan 10 2003,9:00p,Miami Heat,76,Utah Jazz,92,Box Score,,19417,
Fri Jan 10 2003,10:30p,Cleveland Cavaliers,99,Los Angeles Lakers,115,Box Score,,18997,
Fri Jan 10 2003,10:30p,Los Angeles Clippers,90,Seattle SuperSonics,88,Box Score,,15358,
Sat Jan 11 2003,7:00p,New Orleans Hornets,80,Atlanta Hawks,87,Box Score,,9568,
Sat Jan 11 2003,7:00p,Golden State Warriors,104,Indiana Pacers,116,Box Score,,16361,
Sat Jan 11 2003,7:30p,Milwaukee Bucks,89,Detroit Pistons,87,Box Score,,22076,
Sat Jan 11 2003,7:30p,Washington Wizards,89,New York Knicks,84,Box Score,,19763,
Sat Jan 11 2003,8:30p,Denver Nuggets,85,Houston Rockets,87,Box Score,,11972,
Sun Jan 12 2003,12:30p,Minnesota Timberwolves,91,Toronto Raptors,105,Box Score,,19800,
Sun Jan 12 2003,3:30p,Dallas Mavericks,96,Los Angeles Clippers,90,Box Score,,18216,
Sun Jan 12 2003,7:00p,Orlando Magic,107,Philadelphia 76ers,105,Box Score,,20245,
Sun Jan 12 2003,7:00p,Boston Celtics,80,San Antonio Spurs,81,Box Score,,17302,
Sun Jan 12 2003,8:00p,Utah Jazz,99,Phoenix Suns,107,Box Score,,15348,
Sun Jan 12 2003,9:00p,Memphis Grizzlies,98,Sacramento Kings,106,Box Score,,17317,
Sun Jan 12 2003,9:00p,Cleveland Cavaliers,87,Seattle SuperSonics,79,Box Score,,12951,
Sun Jan 12 2003,9:30p,Miami Heat,81,Los Angeles Lakers,106,Box Score,,18997,
Mon Jan 13 2003,7:00p,Detroit Pistons,101,Orlando Magic,86,Box Score,,13611,
Mon Jan 13 2003,8:00p,Denver Nuggets,75,Minnesota Timberwolves,89,Box Score,,13009,
Mon Jan 13 2003,8:30p,New York Knicks,94,Chicago Bulls,101,Box Score,,18513,
Mon Jan 13 2003,8:30p,Boston Celtics,92,Houston Rockets,101,Box Score,,10721,
Mon Jan 13 2003,10:00p,Cleveland Cavaliers,94,Portland Trail Blazers,118,Box Score,,17513,
Mon Jan 13 2003,10:30p,Memphis Grizzlies,110,Golden State Warriors,108,Box Score,,11536,
Tue Jan 14 2003,7:00p,Toronto Raptors,84,Washington Wizards,75,Box Score,,20173,
Tue Jan 14 2003,7:30p,Detroit Pistons,85,Miami Heat,88,Box Score,,14783,
Tue Jan 14 2003,7:30p,Chicago Bulls,86,New York Knicks,98,Box Score,,18209,
Tue Jan 14 2003,8:00p,Atlanta Hawks,88,Milwaukee Bucks,97,Box Score,,15614,
Tue Jan 14 2003,8:30p,Phoenix Suns,100,San Antonio Spurs,108,Box Score,OT,17101,
Wed Jan 15 2003,7:00p,Atlanta Hawks,66,Boston Celtics,86,Box Score,,17235,
Wed Jan 15 2003,7:00p,Miami Heat,81,Indiana Pacers,104,Box Score,,15580,
Wed Jan 15 2003,7:00p,New Jersey Nets,107,Philadelphia 76ers,108,Box Score,,19564,
Wed Jan 15 2003,7:00p,Milwaukee Bucks,99,Toronto Raptors,87,Box Score,,18357,
Wed Jan 15 2003,8:30p,Phoenix Suns,96,Houston Rockets,102,Box Score,,10171,
Wed Jan 15 2003,8:30p,Los Angeles Lakers,90,New Orleans Hornets,82,Box Score,,18509,
Wed Jan 15 2003,9:00p,Utah Jazz,92,Denver Nuggets,81,Box Score,,13354,
Wed Jan 15 2003,9:00p,Dallas Mavericks,94,Sacramento Kings,123,Box Score,,17317,
Wed Jan 15 2003,10:00p,Memphis Grizzlies,92,Portland Trail Blazers,100,Box Score,,18114,
Wed Jan 15 2003,10:30p,Cleveland Cavaliers,80,Golden State Warriors,108,Box Score,,11017,
Wed Jan 15 2003,10:30p,Minnesota Timberwolves,95,Los Angeles Clippers,64,Box Score,,15838,
Thu Jan 16 2003,7:30p,Orlando Magic,93,Washington Wizards,108,Box Score,,20173,
Thu Jan 16 2003,10:00p,Seattle SuperSonics,85,Utah Jazz,92,Box Score,,19536,
